champ_name,counter_name,championId,counterId,champ_kda,counter_kda,champ_lane kill rate,counter_lane kill rate,champ_kill participation,counter_kill participation,champ_win ratio,counter_win ratio,champ_position win rate,counter_position win rate,champ_position pick rate,counter_position pick rate,champ_ban rate,counter_ban rate
Brand,Rakan,63,497,1.9,2.8,0.5109,0.4891,0.453,0.404,0.4954,0.5046,0.4843,0.5,0.0165,0.028,0.0016,0.0017
Senna,Pyke,235,555,2.48,2.33,0.3784,0.6216,0.516,0.471,0.5196,0.4804,0.5275,0.4923,0.1282,0.0666,0.2869,0.0406
Leona,Seraphine,89,147,2.61,2.43,0.5937,0.4063,0.408,0.425,0.5394,0.4606,0.5252,0.4769,0.1396,0.0209,0.3998,0.0064
Xerath,Zyra,101,143,2.54,1.7,0.614,0.386,0.44,0.376,0.5099,0.4901,0.4949,0.5229,0.0765,0.0265,0.0488,0.0031
Poppy,Rakan,78,497,2.54,2.74,0.6531,0.3469,0.469,0.41,0.5294,0.4706,0.4897,0.5,0.0078,0.028,0.0385,0.0017
Sett,Senna,875,235,2.0,3.02,0.5567,0.4433,0.423,0.546,0.4227,0.5773,0.4539,0.5275,0.0402,0.1282,0.104,0.2869
Zac,Sett,154,875,3.04,2.08,0.514,0.486,0.49,0.471,0.5525,0.4475,0.5024,0.4539,0.0087,0.0402,0.0074,0.104
Maokai,Yuumi,57,350,2.36,4.03,0.4251,0.5749,0.415,0.469,0.5293,0.4707,0.5238,0.4703,0.0516,0.0658,0.0109,0.0199
Morgana,Seraphine,25,147,2.63,2.37,0.5636,0.4364,0.433,0.409,0.5267,0.4733,0.493,0.4769,0.0487,0.0209,0.4907,0.0064
Senna,Rell,235,526,3.05,2.17,0.4737,0.5263,0.556,0.401,0.5515,0.4485,0.5275,0.4836,0.1282,0.0364,0.2869,0.0666
Alistar,Seraphine,12,147,2.64,2.55,0.5368,0.4632,0.388,0.426,0.5286,0.4714,0.5015,0.4769,0.1226,0.0209,0.0699,0.0064
Swain,Senna,50,235,2.41,2.68,0.5805,0.4195,0.487,0.513,0.5006,0.4994,0.4792,0.5275,0.0193,0.1282,0.0096,0.2869
Karma,Pantheon,43,80,2.62,1.99,0.4836,0.5164,0.442,0.446,0.5063,0.4937,0.4778,0.475,0.0668,0.0303,0.007,0.1074
Lux,Nami,99,267,2.4,2.84,0.5035,0.4965,0.449,0.405,0.4877,0.5123,0.4834,0.4874,0.041,0.0147,0.0037,0.001
Shen,Thresh,98,412,2.71,2.77,0.5161,0.4839,0.479,0.422,0.4799,0.5201,0.4798,0.5061,0.0091,0.2263,0.1132,0.2708
Pyke,Yuumi,555,350,2.39,3.73,0.5259,0.4741,0.479,0.485,0.5047,0.4953,0.4923,0.4703,0.0666,0.0658,0.0406,0.0199
Lulu,Poppy,117,78,3.17,2.13,0.4925,0.5075,0.404,0.417,0.5601,0.4399,0.5068,0.4897,0.1701,0.0078,0.1765,0.0385
Rakan,Gragas,497,79,2.99,2.54,0.4931,0.5069,0.405,0.428,0.5056,0.4944,0.5,0.5053,0.028,0.0145,0.0017,0.0033
Veigar,Swain,45,50,2.2,2.27,0.4835,0.5165,0.459,0.471,0.4942,0.5058,0.5082,0.4792,0.006,0.0193,0.0007,0.0096
Poppy,Galio,78,3,2.37,2.48,0.5038,0.4962,0.429,0.465,0.5305,0.4695,0.4897,0.4798,0.0078,0.0372,0.0385,0.0388
Lulu,Karma,117,43,3.23,2.68,0.5377,0.4623,0.377,0.398,0.5229,0.4771,0.5068,0.4778,0.1701,0.0668,0.1765,0.007
Zyra,Maokai,143,57,2.16,2.12,0.5103,0.4897,0.435,0.393,0.5121,0.4879,0.5229,0.5238,0.0265,0.0516,0.0031,0.0109
Gragas,Morgana,79,25,1.96,2.78,0.4472,0.5528,0.376,0.488,0.4427,0.5573,0.5053,0.493,0.0145,0.0487,0.0033,0.4907
Sona,Galio,37,3,2.97,2.51,0.4832,0.5168,0.516,0.452,0.5412,0.4588,0.4996,0.4798,0.0077,0.0372,0.0003,0.0388
Sett,Taric,875,44,1.96,3.21,0.4653,0.5347,0.409,0.442,0.424,0.576,0.4539,0.4856,0.0402,0.0077,0.104,0.0006
Swain,Zac,50,154,2.23,3.04,0.3889,0.6111,0.494,0.472,0.4742,0.5258,0.4792,0.5024,0.0193,0.0087,0.0096,0.0074
Xerath,Thresh,101,412,2.46,2.43,0.5028,0.4972,0.462,0.403,0.5077,0.4923,0.4949,0.5061,0.0765,0.2263,0.0488,0.2708
Zyra,Seraphine,143,147,2.17,2.35,0.5065,0.4935,0.412,0.415,0.5855,0.4145,0.5229,0.4769,0.0265,0.0209,0.0031,0.0064
Thresh,Anivia,412,34,2.35,2.34,0.4246,0.5754,0.406,0.448,0.4721,0.5279,0.5061,0.5007,0.2263,0.0066,0.2708,0.0462
Gragas,Galio,79,3,2.3,2.59,0.4786,0.5214,0.412,0.445,0.4984,0.5016,0.5053,0.4798,0.0145,0.0372,0.0033,0.0388
Braum,Zilean,201,26,2.64,3.45,0.5445,0.4555,0.344,0.468,0.5042,0.4958,0.4892,0.5211,0.0151,0.0313,0.0007,0.0063
Blitzcrank,Shaco,53,35,2.41,2.6,0.5529,0.4471,0.389,0.456,0.4923,0.5077,0.5082,0.5025,0.1009,0.0249,0.1231,0.2796
Brand,Zilean,63,26,1.79,3.07,0.4538,0.5462,0.399,0.442,0.5427,0.4573,0.4843,0.5211,0.0165,0.0313,0.0016,0.0063
Seraphine,Taric,147,44,2.5,2.89,0.4839,0.5161,0.409,0.408,0.5455,0.4545,0.4769,0.4856,0.0209,0.0077,0.0064,0.0006
Alistar,Lux,12,99,2.37,2.63,0.4662,0.5338,0.386,0.48,0.4897,0.5103,0.5015,0.4834,0.1226,0.041,0.0699,0.0037
Braum,Neeko,201,518,2.53,2.31,0.4786,0.5214,0.432,0.461,0.4935,0.5065,0.4892,0.483,0.0151,0.0063,0.0007,0.0021
Zyra,Galio,143,3,2.21,2.38,0.4778,0.5222,0.46,0.449,0.5145,0.4855,0.5229,0.4798,0.0265,0.0372,0.0031,0.0388
Soraka,Thresh,16,412,2.68,2.7,0.4514,0.5486,0.317,0.403,0.4951,0.5049,0.4954,0.5061,0.0255,0.2263,0.0011,0.2708
Gragas,Yuumi,79,350,2.57,3.99,0.4736,0.5264,0.433,0.468,0.5404,0.4596,0.5053,0.4703,0.0145,0.0658,0.0033,0.0199
Vel'Koz,Swain,161,50,2.26,1.95,0.5165,0.4835,0.447,0.435,0.5565,0.4435,0.4896,0.4792,0.0151,0.0193,0.0012,0.0096
Braum,Alistar,201,12,2.94,2.6,0.557,0.443,0.386,0.41,0.4856,0.5144,0.4892,0.5015,0.0151,0.1226,0.0007,0.0699
Yuumi,Nautilus,350,111,3.66,2.72,0.448,0.552,0.457,0.432,0.4401,0.5599,0.4703,0.5034,0.0658,0.1122,0.0199,0.0565
Nautilus,Yuumi,111,350,2.72,3.66,0.552,0.448,0.432,0.457,0.5599,0.4401,0.5034,0.4703,0.1122,0.0658,0.0565,0.0199
Shaco,Anivia,35,34,2.4,2.26,0.3843,0.6157,0.455,0.429,0.5379,0.4621,0.5025,0.5007,0.0249,0.0066,0.2796,0.0462
Soraka,Seraphine,16,147,2.94,2.39,0.4942,0.5058,0.313,0.381,0.5572,0.4428,0.4954,0.4769,0.0255,0.0209,0.0011,0.0064
Sona,Maokai,37,57,2.79,2.31,0.4174,0.5826,0.478,0.414,0.5265,0.4735,0.4996,0.5238,0.0077,0.0516,0.0003,0.0109
Alistar,Karma,12,43,2.47,2.78,0.4577,0.5423,0.389,0.445,0.5065,0.4935,0.5015,0.4778,0.1226,0.0668,0.0699,0.007
Anivia,Shaco,34,35,2.26,2.4,0.6157,0.3843,0.429,0.455,0.4621,0.5379,0.5007,0.5025,0.0066,0.0249,0.0462,0.2796
Lulu,Rell,117,526,3.26,2.11,0.5402,0.4598,0.438,0.369,0.5272,0.4728,0.5068,0.4836,0.1701,0.0364,0.1765,0.0666
Lulu,Zyra,117,143,2.9,2.16,0.4914,0.5086,0.354,0.42,0.4654,0.5346,0.5068,0.5229,0.1701,0.0265,0.1765,0.0031
Pyke,Zac,555,154,2.24,2.6,0.5074,0.4926,0.469,0.469,0.5088,0.4912,0.4923,0.5024,0.0666,0.0087,0.0406,0.0074
Rell,Thresh,526,412,2.16,2.82,0.4712,0.5288,0.392,0.461,0.4893,0.5107,0.4836,0.5061,0.0364,0.2263,0.0666,0.2708
Veigar,Lux,45,99,1.94,2.54,0.4501,0.5499,0.408,0.458,0.466,0.534,0.5082,0.4834,0.006,0.041,0.0007,0.0037
Nami,Sona,267,37,2.95,2.8,0.5552,0.4448,0.428,0.461,0.4921,0.5079,0.4874,0.4996,0.0147,0.0077,0.001,0.0003
Pyke,Nami,555,267,2.13,2.8,0.583,0.417,0.453,0.445,0.4694,0.5306,0.4923,0.4874,0.0666,0.0147,0.0406,0.001
Rakan,Bard,497,432,2.99,2.85,0.5366,0.4634,0.395,0.454,0.5251,0.4749,0.5,0.5076,0.028,0.031,0.0017,0.0016
Blitzcrank,Janna,53,40,2.55,2.71,0.6048,0.3952,0.394,0.415,0.5078,0.4922,0.5082,0.5141,0.1009,0.0272,0.1231,0.0017
Shaco,Poppy,35,78,2.52,2.3,0.5,0.5,0.489,0.419,0.4425,0.5575,0.5025,0.4897,0.0249,0.0078,0.2796,0.0385
Yuumi,Braum,350,201,3.73,3.17,0.5224,0.4776,0.446,0.403,0.3928,0.6072,0.4703,0.4892,0.0658,0.0151,0.0199,0.0007
Alistar,Nami,12,267,2.54,2.95,0.5261,0.4739,0.405,0.438,0.5138,0.4862,0.5015,0.4874,0.1226,0.0147,0.0699,0.001
Seraphine,Blitzcrank,147,53,2.33,2.61,0.3984,0.6016,0.422,0.393,0.4516,0.5484,0.4769,0.5082,0.0209,0.1009,0.0064,0.1231
Senna,Swain,235,50,2.68,2.41,0.4195,0.5805,0.513,0.487,0.4994,0.5006,0.5275,0.4792,0.1282,0.0193,0.2869,0.0096
Sett,Sona,875,37,1.86,3.01,0.5836,0.4164,0.42,0.502,0.376,0.624,0.4539,0.4996,0.0402,0.0077,0.104,0.0003
Pyke,Alistar,555,12,2.38,2.4,0.5864,0.4136,0.476,0.415,0.476,0.524,0.4923,0.5015,0.0666,0.1226,0.0406,0.0699
Neeko,Seraphine,518,147,1.9,2.49,0.5093,0.4907,0.381,0.43,0.5487,0.4513,0.483,0.4769,0.0063,0.0209,0.0021,0.0064
Alistar,Sett,12,875,2.88,2.06,0.4728,0.5272,0.446,0.447,0.5657,0.4343,0.5015,0.4539,0.1226,0.0402,0.0699,0.104
Braum,Anivia,201,34,2.66,2.61,0.5051,0.4949,0.42,0.461,0.5472,0.4528,0.4892,0.5007,0.0151,0.0066,0.0007,0.0462
Shen,Leona,98,89,2.79,2.58,0.4679,0.5321,0.485,0.412,0.4733,0.5267,0.4798,0.5252,0.0091,0.1396,0.1132,0.3998
Senna,Leona,235,89,2.71,2.59,0.3827,0.6173,0.524,0.414,0.4983,0.5017,0.5275,0.5252,0.1282,0.1396,0.2869,0.3998
Anivia,Zilean,34,26,2.07,3.15,0.5396,0.4604,0.406,0.434,0.4651,0.5349,0.5007,0.5211,0.0066,0.0313,0.0462,0.0063
Zilean,Vel'Koz,26,161,2.91,2.13,0.4289,0.5711,0.407,0.407,0.4978,0.5022,0.5211,0.4896,0.0313,0.0151,0.0063,0.0012
Alistar,Poppy,12,78,2.57,2.51,0.4746,0.5254,0.418,0.462,0.5172,0.4828,0.5015,0.4897,0.1226,0.0078,0.0699,0.0385
Poppy,Seraphine,78,147,2.67,2.29,0.5139,0.4861,0.448,0.428,0.5243,0.4757,0.4897,0.4769,0.0078,0.0209,0.0385,0.0064
Thresh,Shen,412,98,2.77,2.71,0.4839,0.5161,0.422,0.479,0.5201,0.4799,0.5061,0.4798,0.2263,0.0091,0.2708,0.1132
Bard,Neeko,432,518,2.67,1.95,0.4236,0.5764,0.441,0.427,0.5246,0.4754,0.5076,0.483,0.031,0.0063,0.0016,0.0021
Maokai,Senna,57,235,2.31,2.82,0.5285,0.4715,0.421,0.513,0.4994,0.5006,0.5238,0.5275,0.0516,0.1282,0.0109,0.2869
Janna,Leona,40,89,2.71,2.49,0.3967,0.6033,0.42,0.384,0.4833,0.5167,0.5141,0.5252,0.0272,0.1396,0.0017,0.3998
Pyke,Rakan,555,497,2.21,2.8,0.555,0.445,0.454,0.418,0.4734,0.5266,0.4923,0.5,0.0666,0.028,0.0406,0.0017
Seraphine,Alistar,147,12,2.55,2.64,0.4632,0.5368,0.426,0.388,0.4714,0.5286,0.4769,0.5015,0.0209,0.1226,0.0064,0.0699
Veigar,Anivia,45,34,2.22,1.99,0.4822,0.5178,0.459,0.417,0.5263,0.4737,0.5082,0.5007,0.006,0.0066,0.0007,0.0462
Alistar,Vel'Koz,12,161,2.21,2.43,0.4142,0.5858,0.378,0.464,0.4712,0.5288,0.5015,0.4896,0.1226,0.0151,0.0699,0.0012
Shaco,Nami,35,267,2.82,2.76,0.4903,0.5097,0.436,0.413,0.545,0.455,0.5025,0.4874,0.0249,0.0147,0.2796,0.001
Taric,Janna,44,40,2.59,2.86,0.5786,0.4214,0.324,0.423,0.5094,0.4906,0.4856,0.5141,0.0077,0.0272,0.0006,0.0017
Nautilus,Sona,111,37,2.53,2.67,0.6122,0.3878,0.418,0.483,0.5205,0.4795,0.5034,0.4996,0.1122,0.0077,0.0565,0.0003
Seraphine,Janna,147,40,2.48,3.07,0.5381,0.4619,0.412,0.403,0.4361,0.5639,0.4769,0.5141,0.0209,0.0272,0.0064,0.0017
Poppy,Pantheon,78,80,2.5,1.99,0.5728,0.4272,0.453,0.466,0.5178,0.4822,0.4897,0.475,0.0078,0.0303,0.0385,0.1074
Sona,Soraka,37,16,2.86,2.85,0.5064,0.4936,0.449,0.286,0.4806,0.5194,0.4996,0.4954,0.0077,0.0255,0.0003,0.0011
Galio,Bard,3,432,2.35,2.95,0.53,0.47,0.427,0.477,0.4583,0.5417,0.4798,0.5076,0.0372,0.031,0.0388,0.0016
Veigar,Senna,45,235,2.22,2.85,0.5164,0.4836,0.434,0.501,0.4801,0.5199,0.5082,0.5275,0.006,0.1282,0.0007,0.2869
Sona,Morgana,37,25,2.8,2.47,0.4303,0.5697,0.472,0.441,0.5525,0.4475,0.4996,0.493,0.0077,0.0487,0.0003,0.4907
Sett,Lux,875,99,1.91,2.54,0.5293,0.4707,0.406,0.477,0.484,0.516,0.4539,0.4834,0.0402,0.041,0.104,0.0037
Neeko,Rell,518,526,2.19,2.21,0.5035,0.4965,0.437,0.381,0.4923,0.5077,0.483,0.4836,0.0063,0.0364,0.0021,0.0666
Xerath,Nami,101,267,2.35,2.81,0.5169,0.4831,0.432,0.39,0.5019,0.4981,0.4949,0.4874,0.0765,0.0147,0.0488,0.001
Lux,Bard,99,432,2.42,2.65,0.554,0.446,0.452,0.445,0.5107,0.4893,0.4834,0.5076,0.041,0.031,0.0037,0.0016
Zilean,Xerath,26,101,2.83,2.36,0.4058,0.5942,0.402,0.423,0.5153,0.4847,0.5211,0.4949,0.0313,0.0765,0.0063,0.0488
Rell,Yuumi,526,350,2.43,3.95,0.4554,0.5446,0.407,0.477,0.5195,0.4805,0.4836,0.4703,0.0364,0.0658,0.0666,0.0199
Shaco,Lulu,35,117,2.54,3.03,0.4445,0.5555,0.434,0.379,0.4902,0.5098,0.5025,0.5068,0.0249,0.1701,0.2796,0.1765
Zilean,Shaco,26,35,2.86,2.54,0.4563,0.5437,0.412,0.427,0.4918,0.5082,0.5211,0.5025,0.0313,0.0249,0.0063,0.2796
Zac,Shen,154,98,3.0,2.89,0.5833,0.4167,0.477,0.481,0.5294,0.4706,0.5024,0.4798,0.0087,0.0091,0.0074,0.1132
Veigar,Alistar,45,12,2.46,2.34,0.5157,0.4843,0.477,0.375,0.5331,0.4669,0.5082,0.5015,0.006,0.1226,0.0007,0.0699
Pyke,Neeko,555,518,2.16,1.77,0.5609,0.4391,0.448,0.397,0.5,0.5,0.4923,0.483,0.0666,0.0063,0.0406,0.0021
Nami,Zac,267,154,2.79,2.87,0.3698,0.6302,0.441,0.486,0.4886,0.5114,0.4874,0.5024,0.0147,0.0087,0.001,0.0074
Neeko,Nautilus,518,111,2.13,2.33,0.4723,0.5277,0.445,0.419,0.4813,0.5187,0.483,0.5034,0.0063,0.1122,0.0021,0.0565
Swain,Lux,50,99,2.1,2.43,0.4923,0.5077,0.448,0.469,0.4858,0.5142,0.4792,0.4834,0.0193,0.041,0.0096,0.0037
Zilean,Morgana,26,25,3.15,2.39,0.4303,0.5697,0.422,0.407,0.5433,0.4567,0.5211,0.493,0.0313,0.0487,0.0063,0.4907
Rell,Veigar,526,45,2.07,2.49,0.5102,0.4898,0.387,0.463,0.4817,0.5183,0.4836,0.5082,0.0364,0.006,0.0666,0.0007
Rakan,Soraka,497,16,3.06,2.7,0.5472,0.4528,0.382,0.284,0.519,0.481,0.5,0.4954,0.028,0.0255,0.0017,0.0011
Lux,Morgana,99,25,2.39,2.29,0.5014,0.4986,0.446,0.41,0.5016,0.4984,0.4834,0.493,0.041,0.0487,0.0037,0.4907
Swain,Brand,50,63,2.13,1.9,0.5229,0.4771,0.453,0.449,0.4722,0.5278,0.4792,0.4843,0.0193,0.0165,0.0096,0.0016
Nautilus,Lulu,111,117,2.44,2.99,0.5484,0.4516,0.401,0.411,0.5144,0.4856,0.5034,0.5068,0.1122,0.1701,0.0565,0.1765
Taric,Maokai,44,57,2.89,2.32,0.5032,0.4968,0.357,0.43,0.5398,0.4602,0.4856,0.5238,0.0077,0.0516,0.0006,0.0109
Taric,Karma,44,43,2.57,2.96,0.4777,0.5223,0.366,0.412,0.4143,0.5857,0.4856,0.4778,0.0077,0.0668,0.0006,0.007
Pantheon,Braum,80,201,1.99,3.12,0.4666,0.5334,0.466,0.444,0.4637,0.5363,0.475,0.4892,0.0303,0.0151,0.1074,0.0007
Poppy,Shaco,78,35,2.3,2.52,0.5,0.5,0.419,0.489,0.5575,0.4425,0.4897,0.5025,0.0078,0.0249,0.0385,0.2796
Senna,Alistar,235,12,2.98,2.51,0.469,0.531,0.532,0.405,0.5347,0.4653,0.5275,0.5015,0.1282,0.1226,0.2869,0.0699
Nami,Galio,267,3,3.11,2.45,0.5223,0.4777,0.422,0.439,0.5034,0.4966,0.4874,0.4798,0.0147,0.0372,0.001,0.0388
Blitzcrank,Gragas,53,79,2.56,2.16,0.5894,0.4106,0.423,0.412,0.5084,0.4916,0.5082,0.5053,0.1009,0.0145,0.1231,0.0033
Leona,Gragas,89,79,2.47,2.35,0.5189,0.4811,0.408,0.42,0.4951,0.5049,0.5252,0.5053,0.1396,0.0145,0.3998,0.0033
Taric,Shen,44,98,2.51,2.9,0.5432,0.4568,0.392,0.505,0.4375,0.5625,0.4856,0.4798,0.0077,0.0091,0.0006,0.1132
Nami,Morgana,267,25,2.86,2.56,0.48,0.52,0.426,0.429,0.4663,0.5337,0.4874,0.493,0.0147,0.0487,0.001,0.4907
Vel'Koz,Yuumi,161,350,2.07,4.52,0.3667,0.6333,0.425,0.47,0.4783,0.5217,0.4896,0.4703,0.0151,0.0658,0.0012,0.0199
Taric,Bard,44,432,2.53,3.31,0.5229,0.4771,0.379,0.494,0.4854,0.5146,0.4856,0.5076,0.0077,0.031,0.0006,0.0016
Lux,Alistar,99,12,2.63,2.37,0.5338,0.4662,0.48,0.386,0.5103,0.4897,0.4834,0.5015,0.041,0.1226,0.0037,0.0699
Shaco,Thresh,35,412,2.66,2.53,0.4771,0.5229,0.457,0.407,0.5154,0.4846,0.5025,0.5061,0.0249,0.2263,0.2796,0.2708
Seraphine,Leona,147,89,2.43,2.61,0.4063,0.5937,0.425,0.408,0.4606,0.5394,0.4769,0.5252,0.0209,0.1396,0.0064,0.3998
Maokai,Soraka,57,16,2.37,2.63,0.548,0.452,0.392,0.299,0.5376,0.4624,0.5238,0.4954,0.0516,0.0255,0.0109,0.0011
Brand,Seraphine,63,147,1.93,2.4,0.5051,0.4949,0.432,0.414,0.5363,0.4637,0.4843,0.4769,0.0165,0.0209,0.0016,0.0064
Pantheon,Bard,80,432,1.96,2.95,0.4844,0.5156,0.452,0.487,0.4817,0.5183,0.475,0.5076,0.0303,0.031,0.1074,0.0016
Karma,Blitzcrank,43,53,2.38,2.59,0.4195,0.5805,0.409,0.403,0.4516,0.5484,0.4778,0.5082,0.0668,0.1009,0.007,0.1231
Morgana,Rell,25,526,2.78,1.99,0.5795,0.4205,0.485,0.362,0.5221,0.4779,0.493,0.4836,0.0487,0.0364,0.4907,0.0666
Pyke,Rell,555,526,2.46,2.0,0.6085,0.3915,0.491,0.384,0.5072,0.4928,0.4923,0.4836,0.0666,0.0364,0.0406,0.0666
Blitzcrank,Sona,53,37,2.61,2.56,0.6366,0.3634,0.397,0.481,0.5046,0.4954,0.5082,0.4996,0.1009,0.0077,0.1231,0.0003
Nami,Sett,267,875,3.28,1.87,0.4933,0.5067,0.461,0.398,0.5625,0.4375,0.4874,0.4539,0.0147,0.0402,0.001,0.104
Maokai,Taric,57,44,2.32,2.89,0.4968,0.5032,0.43,0.357,0.4602,0.5398,0.5238,0.4856,0.0516,0.0077,0.0109,0.0006
Leona,Thresh,89,412,2.46,2.58,0.5351,0.4649,0.405,0.439,0.5228,0.4772,0.5252,0.5061,0.1396,0.2263,0.3998,0.2708
Galio,Yuumi,3,350,2.53,4.21,0.4058,0.5942,0.439,0.467,0.508,0.492,0.4798,0.4703,0.0372,0.0658,0.0388,0.0199
Neeko,Morgana,518,25,1.77,2.54,0.4499,0.5501,0.393,0.451,0.4678,0.5322,0.483,0.493,0.0063,0.0487,0.0021,0.4907
Yuumi,Anivia,350,34,3.9,2.49,0.4457,0.5543,0.422,0.457,0.4818,0.5182,0.4703,0.5007,0.0658,0.0066,0.0199,0.0462
Galio,Karma,3,43,2.42,2.78,0.4601,0.5399,0.442,0.452,0.5189,0.4811,0.4798,0.4778,0.0372,0.0668,0.0388,0.007
Lulu,Pyke,117,555,2.72,2.25,0.4476,0.5524,0.407,0.455,0.5065,0.4935,0.5068,0.4923,0.1701,0.0666,0.1765,0.0406
Brand,Bard,63,432,1.75,2.58,0.5015,0.4985,0.418,0.447,0.5204,0.4796,0.4843,0.5076,0.0165,0.031,0.0016,0.0016
Yuumi,Rakan,350,497,4.02,2.96,0.5773,0.4227,0.435,0.396,0.4772,0.5228,0.4703,0.5,0.0658,0.028,0.0199,0.0017
Thresh,Leona,412,89,2.58,2.46,0.4649,0.5351,0.439,0.405,0.4772,0.5228,0.5061,0.5252,0.2263,0.1396,0.2708,0.3998
Zac,Janna,154,40,2.76,2.75,0.6238,0.3762,0.461,0.421,0.5377,0.4623,0.5024,0.5141,0.0087,0.0272,0.0074,0.0017
Rakan,Shen,497,98,3.12,2.63,0.5307,0.4693,0.43,0.479,0.5266,0.4734,0.5,0.4798,0.028,0.0091,0.0017,0.1132
Zilean,Zac,26,154,2.88,2.69,0.3475,0.6525,0.447,0.451,0.474,0.526,0.5211,0.5024,0.0313,0.0087,0.0063,0.0074
Pantheon,Rakan,80,497,1.99,3.02,0.5064,0.4936,0.454,0.419,0.4897,0.5103,0.475,0.5,0.0303,0.028,0.1074,0.0017
Sett,Nami,875,267,1.87,3.28,0.5067,0.4933,0.398,0.461,0.4375,0.5625,0.4539,0.4874,0.0402,0.0147,0.104,0.001
Veigar,Zilean,45,26,1.87,3.24,0.4502,0.5498,0.409,0.464,0.4682,0.5318,0.5082,0.5211,0.006,0.0313,0.0007,0.0063
Pantheon,Poppy,80,78,1.99,2.5,0.4272,0.5728,0.466,0.453,0.4822,0.5178,0.475,0.4897,0.0303,0.0078,0.1074,0.0385
Thresh,Leona,412,89,2.58,2.46,0.4649,0.5351,0.439,0.405,0.4772,0.5228,0.5061,0.5252,0.2263,0.1396,0.2708,0.3998
Lux,Brand,99,63,2.57,1.64,0.5766,0.4234,0.443,0.398,0.5131,0.4869,0.4834,0.4843,0.041,0.0165,0.0037,0.0016
Nami,Nautilus,267,111,2.9,2.4,0.4121,0.5879,0.443,0.406,0.4812,0.5188,0.4874,0.5034,0.0147,0.1122,0.001,0.0565
Braum,Pyke,201,555,2.51,2.35,0.4621,0.5379,0.398,0.485,0.5209,0.4791,0.4892,0.4923,0.0151,0.0666,0.0007,0.0406
Blitzcrank,Swain,53,50,2.44,2.22,0.549,0.451,0.414,0.493,0.5033,0.4967,0.5082,0.4792,0.1009,0.0193,0.1231,0.0096
Swain,Nami,50,267,2.28,3.03,0.5176,0.4824,0.485,0.468,0.472,0.528,0.4792,0.4874,0.0193,0.0147,0.0096,0.001
Leona,Janna,89,40,2.49,2.71,0.6033,0.3967,0.384,0.42,0.5167,0.4833,0.5252,0.5141,0.1396,0.0272,0.3998,0.0017
Zyra,Nami,143,267,2.17,2.79,0.5108,0.4892,0.426,0.427,0.5702,0.4298,0.5229,0.4874,0.0265,0.0147,0.0031,0.001
Karma,Shen,43,98,2.83,2.54,0.4796,0.5204,0.439,0.46,0.5405,0.4595,0.4778,0.4798,0.0668,0.0091,0.007,0.1132
Braum,Nautilus,201,111,2.8,2.47,0.4655,0.5345,0.409,0.423,0.4864,0.5136,0.4892,0.5034,0.0151,0.1122,0.0007,0.0565
Sett,Nautilus,875,111,2.17,2.44,0.5321,0.4679,0.466,0.444,0.4769,0.5231,0.4539,0.5034,0.0402,0.1122,0.104,0.0565
Yuumi,Blitzcrank,350,53,3.93,2.68,0.5131,0.4869,0.451,0.414,0.4641,0.5359,0.4703,0.5082,0.0658,0.1009,0.0199,0.1231
Gragas,Pantheon,79,80,2.56,1.98,0.5258,0.4742,0.431,0.464,0.5397,0.4603,0.5053,0.475,0.0145,0.0303,0.0033,0.1074
Sona,Taric,37,44,3.33,2.5,0.5341,0.4659,0.502,0.359,0.5,0.5,0.4996,0.4856,0.0077,0.0077,0.0003,0.0006
Lux,Swain,99,50,2.43,2.1,0.5077,0.4923,0.469,0.448,0.5142,0.4858,0.4834,0.4792,0.041,0.0193,0.0037,0.0096
Veigar,Seraphine,45,147,2.1,2.47,0.5702,0.4298,0.428,0.434,0.4721,0.5279,0.5082,0.4769,0.006,0.0209,0.0007,0.0064
Morgana,Blitzcrank,25,53,2.33,2.36,0.4597,0.5403,0.434,0.394,0.4838,0.5162,0.493,0.5082,0.0487,0.1009,0.4907,0.1231
Vel'Koz,Zyra,161,143,2.21,1.84,0.5899,0.4101,0.414,0.39,0.4942,0.5058,0.4896,0.5229,0.0151,0.0265,0.0012,0.0031
Xerath,Braum,101,201,2.78,2.54,0.5274,0.4726,0.473,0.377,0.5533,0.4467,0.4949,0.4892,0.0765,0.0151,0.0488,0.0007
Nami,Anivia,267,34,2.69,2.32,0.5122,0.4878,0.438,0.396,0.5294,0.4706,0.4874,0.5007,0.0147,0.0066,0.001,0.0462
Thresh,Lulu,412,117,2.67,3.0,0.5003,0.4997,0.401,0.391,0.5034,0.4966,0.5061,0.5068,0.2263,0.1701,0.2708,0.1765
Shaco,Janna,35,40,2.49,2.75,0.5177,0.4823,0.422,0.39,0.4722,0.5278,0.5025,0.5141,0.0249,0.0272,0.2796,0.0017
Galio,Thresh,3,412,2.35,2.71,0.4807,0.5193,0.452,0.442,0.4891,0.5109,0.4798,0.5061,0.0372,0.2263,0.0388,0.2708
Anivia,Pyke,34,555,2.03,2.13,0.4624,0.5376,0.432,0.448,0.5382,0.4618,0.5007,0.4923,0.0066,0.0666,0.0462,0.0406
Swain,Taric,50,44,2.36,2.63,0.4755,0.5245,0.506,0.41,0.5309,0.4691,0.4792,0.4856,0.0193,0.0077,0.0096,0.0006
Alistar,Galio,12,3,2.68,2.51,0.4888,0.5112,0.424,0.474,0.5201,0.4799,0.5015,0.4798,0.1226,0.0372,0.0699,0.0388
